Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
2758,2024-04-24,98.81,98.81,-2.0,0.09999999999999998,-0.0,23896.839789791888,-1.28,0.09999999999999998,-0.0,9758.350808565161
2759,2024-04-25,96.61,96.61,2.0,0.575,-193.22,23703.619789791886,-1.28,0.09999999999999998,-0.0,9758.350808565161
2760,2024-04-25,96.84,96.84,2.0,0.9,-132.51789473684212,23571.101895055046,-0.040000000000000036,0.09999999999999998,-0.0,9758.350808565161
2761,2024-04-25,100.0,100.0,2.0,0.9,-0.0,23571.101895055046,-1.28,0.09999999999999998,-0.0,9758.350808565161
2762,2024-04-25,103.37,103.37,1.3479241454391033,0.9,-0.0,23571.101895055046,-1.28,0.09999999999999998,-0.0,9758.350808565161
2763,2024-04-25,105.05,105.05,1.0,0.9,-0.0,23571.101895055046,-1.62,0.09999999999999998,-0.0,9758.350808565161
2764,2024-04-25,105.05,105.05,-2.0,0.37368421052631584,210.1,23781.201895055045,0.30000000000000027,0.17125000000000004,-31.515000000000025,9726.835808565162
2765,2024-04-25,105.0,105.0,-0.0014765094538073953,0.37368421052631584,-0.0,23781.201895055045,1.94,0.632,-203.7,9523.135808565161
2766,2024-04-25,106.9,106.9,-1.9999094434054991,0.09999999999999998,111.17600000000003,23892.377895055044,-1.44,0.25305263157894736,153.936,9677.07180856516
2767,2024-04-25,105.05,105.05,-0.6003087739298805,0.09999999999999998,-0.0,23892.377895055044,-0.30000000000000004,0.1741052631578947,31.515000000000004,9708.58680856516
2768,2024-04-25,92.8,92.8,-2.0,0.09999999999999998,-0.0,23892.377895055044,-0.5999999999999999,0.1,26.132479999999987,9734.71928856516
2769,2024-04-25,77.65826,77.65826,-2.0,0.09999999999999998,-0.0,23892.377895055044,-0.5999999999999999,0.1,-0.0,9734.71928856516
2770,2024-04-25,75.94144,75.94144,-1.898382943740462,0.09999999999999998,-0.0,23892.377895055044,-0.06000000000000005,0.1,-0.0,9734.71928856516
2771,2024-04-25,71.79387,71.79387,-1.9321605415403755,0.09999999999999998,-0.0,23892.377895055044,-0.76,0.1,-0.0,9734.71928856516
