Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
382,2024-01-16,100.86671,94.43815049738987,-2.0,0.09999999999999998,160.67680586817565,2017.5645338764289,-2.0,0.09999999999999998,-0.0,1984.5508694105267
383,2024-01-16,97.97296,97.16394434203538,-2.0,0.09999999999999998,-0.0,2017.5645338764289,-2.0,0.09999999999999998,-0.0,1984.5508694105267
384,2024-01-17,86.75,87.15219104120293,-1.8217550351063834,0.09999999999999998,-0.0,2017.5645338764289,-2.0,0.09999999999999998,-0.0,1984.5508694105267
385,2024-01-17,85.5,84.77217595546718,-1.1691722218212222,0.09999999999999998,-0.0,2017.5645338764289,-1.6,0.09999999999999998,-0.0,1984.5508694105267
386,2024-01-17,82.4,78.74905415282225,-2.0,0.09999999999999998,-0.0,2017.5645338764289,1.6,0.48,-131.84,1852.7108694105268
387,2024-01-17,80.0,78.4436697207951,2.0,0.575,-160.0,1857.5645338764289,1.2000000000000002,0.765,-96.00000000000001,1756.7108694105268
388,2024-01-17,82.4,88.89862144206766,2.0,0.9,-112.75789473684213,1744.8066391395867,1.2000000000000002,0.9,-46.83789473684212,1709.8729746736847
389,2024-01-17,85.9,85.43192511034296,2.0,0.9,-0.0,1744.8066391395867,1.2000000000000002,0.9,-0.0,1709.8729746736847
390,2024-01-17,98.9,97.6480232838892,2.0,0.9,-0.0,1744.8066391395867,1.2000000000000002,0.9,-0.0,1709.8729746736847
391,2024-01-17,104.18,101.2198807184753,2.0,0.9,-0.0,1744.8066391395867,1.2000000000000002,0.9,-0.0,1709.8729746736847
392,2024-01-17,116.7498,111.79105301891005,1.2523604962142632,0.9,-0.0,1744.8066391395867,-2.0,0.37368421052631584,233.4996,1943.3725746736845
