Ora,Prezzo_Vero,PSO_Azione,PSO_SOC,PSO_Profitto_Istantaneo,PSO_Profitto_Cum,PPO_Azione,PPO_SOC,PPO_Profitto_Istantaneo,PPO_Profitto_Cum
7249,111.46,0.49617033843937497,0.9,-0.0,-2216.439699907223,-1.28,0.09999999999999998,-0.0,1618.4308212307196
7250,111.46,-0.7718610077364696,0.6968786821746132,81.73004652619156,-2134.7096533810313,-0.54,0.09999999999999998,-0.0,1618.4308212307196
7251,110.0,1.7180204343432561,0.9,-94.07724194017915,-2228.7868953212105,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7252,111.46,-0.7069003609162157,0.7139735892325748,74.85155851633532,-2153.935336804875,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7253,115.56607,-0.8798461501896004,0.4824351286563642,96.59634369293978,-2057.3389931119355,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7254,130.15476,1.58425714348556,0.8586962002341847,-206.19860828864864,-2263.537601400584,-1.06,0.09999999999999998,-0.0,1618.4308212307196
7255,152.5,-0.35614757371351535,0.7649731545201017,51.59687974174553,-2211.940721658839,-0.94,0.09999999999999998,-0.0,1618.4308212307196
7256,153.70477,1.50781101416991,0.9,-87.3864009613192,-2299.327122620158,-1.98,0.09999999999999998,-0.0,1618.4308212307196
7257,130.60371,-0.34108394005215503,0.8102410684073277,42.319486592617594,-2257.0076360275407,-0.41999999999999993,0.09999999999999998,-0.0,1618.4308212307196
7258,120.34,-1.6275025832506391,0.38195091492031735,186.0609778249628,-2070.946658202578,-1.7,0.09999999999999998,-0.0,1618.4308212307196
7259,113.65,0.6981311586155989,0.5477570650915221,-79.34260617666283,-2150.2892643792406,-1.98,0.09999999999999998,-0.0,1618.4308212307196
7260,105.89,0.019747257084108405,0.5524470386489979,-2.091037052636239,-2152.380301431877,-0.7,0.09999999999999998,-0.0,1618.4308212307196
7261,109.26,0.6177299541246186,0.6991579027535948,-67.49317478765583,-2219.8734762195327,-1.2999999999999998,0.09999999999999998,-0.0,1618.4308212307196
7262,122.3,1.7660127250054,0.9,-103.42310944520152,-2323.2965856647343,-1.08,0.09999999999999998,-0.0,1618.4308212307196
7263,134.78,1.2152433154415374,0.9,-0.0,-2323.2965856647343,-1.08,0.09999999999999998,-0.0,1618.4308212307196
7264,164.46,0.35849044895591353,0.9,-0.0,-2323.2965856647343,-0.54,0.09999999999999998,-0.0,1618.4308212307196
7265,160.0,-1.3718049599033297,0.5389986947622816,208.5143539053061,-2114.782231759428,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7266,162.57954,-0.9846571822585517,0.27987838364161005,152.08085616182692,-1962.7013755976013,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7267,167.1431,0.7543764586041957,0.4590427925601065,-126.08881985812694,-2088.7901954557283,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7268,139.87993,-0.6216695021632712,0.2954455551487193,82.61113212344657,-2006.1790633322817,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7269,125.72774,0.0724168973228827,0.31264456826290393,-9.104812838218091,-2015.2838761704998,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7270,121.03712,-0.4200330437500077,0.202109556749744,48.29761042431819,-1966.9862657461815,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7271,115.11,-0.36098629594772014,0.10711316307929133,39.47547590021496,-1927.5107898459667,-1.24,0.09999999999999998,-0.0,1618.4308212307196
7272,113.21594,-1.4885464861496196,0.1,2.907217634266897,-1924.6035722116997,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7273,113.55333,-0.5837564987781536,0.1,-0.0,-1924.6035722116997,-1.1400000000000001,0.09999999999999998,-0.0,1618.4308212307196
7274,108.00456,1.2321759840327635,0.3926417962077813,-133.08062499802566,-2057.6841972097254,-0.5999999999999999,0.09999999999999998,-0.0,1618.4308212307196
7275,106.58439,-0.6219149741895831,0.2289799608947331,62.97210674806933,-1994.712090461656,-0.19999999999999996,0.09999999999999998,-0.0,1618.4308212307196
7276,106.13312,0.7574790073601765,0.40888122514277503,-80.3936103856385,-2075.1057008472944,-0.5,0.09999999999999998,-0.0,1618.4308212307196
7277,113.39,-0.4442949712985631,0.2919614958536795,47.859676455766866,-2027.2460243915275,-0.19999999999999996,0.09999999999999998,-0.0,1618.4308212307196
7278,127.82069,0.39651871936547867,0.38613469170298065,-50.68329630721185,-2077.9293206987395,-1.1600000000000001,0.09999999999999998,-0.0,1618.4308212307196
